Variant,Cases,Events,Median duration,Median duration (milliseconds),Mean duration,Mean duration (milliseconds),Step 1,Step 2,Step 3,Step 4,Step 5,Step 6,Step 7,Step 8,Step 9,Step 10,Step 11,Step 12,Step 13,Step 14,Step 15,Step 16,Step 17,Step 18,Step 19,Step 20,Step 21,Step 22,Step 23,Step 24,Step 25,Step 26,Step 27,Step 28,Step 29,Step 30,Step 31,Step 32,Step 33,Step 34,Step 35,Step 36,Step 37,Step 38,Step 39,Step 40,Step 41,Step 42,Step 43,Step 44,Step 45,Step 46,Step 47,Step 48,Step 49,Step 50,Step 51,Step 52,Step 53,Step 54,Step 55,Step 56,Step 57,Step 58,Step 59,Step 60,Step 61,Step 62,Step 63,Step 64,Step 65,Step 66,Step 67,Step 68,Step 69,Step 70,Step 71,Step 72,Step 73,Step 74,Step 75,Step 76,Step 77,Step 78,Step 79,Step 80,Step 81,Step 82,Step 83,Step 84,Step 85,Step 86,Step 87,Step 88,Step 89,Step 90,Step 91,Step 92,Step 93,Step 94,Step 95,Step 96,Step 97,Step 98,Step 99,Step 100,Step 101,Step 102,Step 103,Step 104,Step 105,Step 106,Step 107,Step 108,Step 109,Step 110,Step 111,Step 112,Step 113,Step 114,Step 115,Step 116,Step 117,Step 118,Step 119,Step 120,Step 121,Step 122,Step 123,Step 124,Step 125,Step 126,Step 127,Step 128,Step 129,Step 130,Step 131,Step 132,Step 133,Step 134,Step 135,Step 136,Step 137,Step 138,Step 139,Step 140,Step 141,Step 142,Step 143,Step 144,Step 145,Step 146,Step 147,Step 148,Step 149,Step 150,Step 151,Step 152,Step 153,Step 154
Variant 222,1,51,52 days,4492800000,52 days,4492800000,01_HOOFD_010-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,02_DRZ_010-complete,01_HOOFD_050-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,01_HOOFD_090-complete,01_HOOFD_015-complete,01_HOOFD_061-complete,01_HOOFD_030_1-complete,01_HOOFD_030_2-complete,14_VRIJ_010-complete,01_HOOFD_110_0-complete,01_HOOFD_100_0-complete,01_HOOFD_180-complete,08_AWB45_005-complete,01_HOOFD_200-complete,01_HOOFD_250_0-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,13_CRD_010-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,01_HOOFD_110_2-complete,01_HOOFD_375-complete,01_HOOFD_490_1a-complete,01_HOOFD_195-complete,01_HOOFD_101-complete,01_HOOFD_250_1-complete,01_HOOFD_490_1-complete,01_HOOFD_110_1-complete,01_HOOFD_250_2-complete,01_HOOFD_491-complete,01_HOOFD_500-complete,01_HOOFD_532_0-complete,01_HOOFD_510_0-complete,01_HOOFD_495-complete,01_HOOFD_490_4-complete,01_HOOFD_515-complete,01_HOOFD_510_4-complete,01_HOOFD_510_3-complete,01_HOOFD_510_1-complete,01_HOOFD_494a-complete,01_HOOFD_490_5a-complete,01_HOOFD_510_2-complete,01_HOOFD_510_2a-complete,01_HOOFD_490_5-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 223,1,54,52 days,4492800000,52 days,4492800000,01_HOOFD_010-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,02_DRZ_010-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,01_HOOFD_090-complete,01_HOOFD_015-complete,01_HOOFD_061-complete,01_HOOFD_030_1-complete,01_HOOFD_030_2-complete,14_VRIJ_010-complete,01_HOOFD_050-complete,01_HOOFD_110_0-complete,01_HOOFD_490_2-complete,01_HOOFD_100_0-complete,01_HOOFD_180-complete,08_AWB45_005-complete,01_HOOFD_200-complete,01_HOOFD_250_0-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,13_CRD_010-complete,01_HOOFD_480-complete,01_HOOFD_055-complete,01_HOOFD_250_2-complete,01_HOOFD_490_1-complete,01_HOOFD_195-complete,01_HOOFD_250_1-complete,01_HOOFD_110_1-complete,01_HOOFD_375-complete,01_HOOFD_490_1a-complete,01_HOOFD_110_2-complete,01_HOOFD_101-complete,01_HOOFD_491-complete,01_HOOFD_500-complete,01_HOOFD_532_0-complete,01_HOOFD_510_0-complete,01_HOOFD_495-complete,01_HOOFD_490_4-complete,01_HOOFD_494a-complete,01_HOOFD_510_1-complete,01_HOOFD_515-complete,01_HOOFD_510_3-complete,01_HOOFD_510_4-complete,99_NOCODE_02-complete,01_HOOFD_490_5-complete,01_HOOFD_510_2a-complete,01_HOOFD_505-complete,01_HOOFD_510_2-complete,01_HOOFD_490_5a-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 224,1,53,"56 days, 14 hours",4890078000,"56 days, 14 hours",4890078000,01_HOOFD_010-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,02_DRZ_010-complete,01_HOOFD_050-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,01_HOOFD_090-complete,01_HOOFD_100_0-complete,01_HOOFD_101-complete,01_HOOFD_061-complete,01_HOOFD_055-complete,01_HOOFD_015-complete,01_HOOFD_030_1-complete,01_HOOFD_030_2-complete,01_HOOFD_180-complete,08_AWB45_005-complete,01_HOOFD_200-complete,01_HOOFD_250_0-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,13_CRD_010-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,14_VRIJ_010-complete,01_HOOFD_110_0-complete,01_HOOFD_250_2-complete,01_HOOFD_250_1-complete,01_HOOFD_375-complete,01_HOOFD_195-complete,01_HOOFD_490_1a-complete,01_HOOFD_490_1-complete,01_HOOFD_110_2-complete,01_HOOFD_110_1-complete,01_HOOFD_491-complete,01_HOOFD_500-complete,01_HOOFD_532_0-complete,01_HOOFD_510_0-complete,01_HOOFD_505-complete,01_HOOFD_510_3-complete,01_HOOFD_494a-complete,01_HOOFD_510_1-complete,01_HOOFD_490_5a-complete,01_HOOFD_515-complete,01_HOOFD_510_4-complete,01_HOOFD_495-complete,01_HOOFD_490_4-complete,01_HOOFD_510_2a-complete,01_HOOFD_490_5-complete,01_HOOFD_510_2-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 225,1,66,62 days,5356800000,62 days,5356800000,01_HOOFD_010-complete,01_HOOFD_180-complete,08_AWB45_005-complete,08_AWB45_010-complete,08_AWB45_020_0-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,14_VRIJ_010-complete,02_DRZ_010-complete,01_HOOFD_050-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,01_HOOFD_090-complete,01_HOOFD_110_0-complete,01_HOOFD_100_0-complete,01_HOOFD_101-complete,01_HOOFD_030_1-complete,08_AWB45_020_1-complete,08_AWB45_025-complete,01_HOOFD_015-complete,01_HOOFD_110_1-complete,01_HOOFD_061-complete,01_HOOFD_055-complete,01_HOOFD_110_2-complete,01_HOOFD_030_2-complete,08_AWB45_020_2-complete,08_AWB45_051_0-complete,08_AWB45_005-complete,01_HOOFD_196-complete,01_HOOFD_200-complete,01_HOOFD_250_0-complete,08_AWB45_030-complete,01_HOOFD_195-complete,01_HOOFD_190_2-complete,08_AWB45_045-complete,01_HOOFD_250_1-complete,01_HOOFD_190_1-complete,08_AWB45_040-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,13_CRD_010-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,01_HOOFD_491-complete,01_HOOFD_375-complete,01_HOOFD_490_4-complete,01_HOOFD_490_1a-complete,01_HOOFD_494a-complete,01_HOOFD_250_2-complete,01_HOOFD_490_1-complete,01_HOOFD_500-complete,01_HOOFD_532_0-complete,01_HOOFD_510_0-complete,01_HOOFD_510_1-complete,01_HOOFD_510_3-complete,01_HOOFD_515-complete,01_HOOFD_495-complete,01_HOOFD_505-complete,01_HOOFD_510_4-complete,01_HOOFD_490_5a-complete,01_HOOFD_510_2-complete,01_HOOFD_510_2a-complete,01_HOOFD_490_5-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 226,1,53,"55 days, 12 hours",4795884000,"55 days, 12 hours",4795884000,01_HOOFD_010-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,02_DRZ_010-complete,01_HOOFD_050-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,01_HOOFD_090-complete,01_HOOFD_100_0-complete,01_HOOFD_030_1-complete,01_HOOFD_055-complete,01_HOOFD_061-complete,01_HOOFD_101-complete,01_HOOFD_015-complete,01_HOOFD_030_2-complete,01_HOOFD_180-complete,08_AWB45_005-complete,01_HOOFD_200-complete,01_HOOFD_250_0-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,13_CRD_010-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,14_VRIJ_010-complete,01_HOOFD_110_0-complete,01_HOOFD_250_1-complete,01_HOOFD_250_2-complete,01_HOOFD_490_1-complete,01_HOOFD_195-complete,01_HOOFD_110_1-complete,01_HOOFD_110_2-complete,01_HOOFD_490_1a-complete,01_HOOFD_375-complete,01_HOOFD_491-complete,01_HOOFD_500-complete,01_HOOFD_532_0-complete,01_HOOFD_510_0-complete,01_HOOFD_510_3-complete,01_HOOFD_510_1-complete,01_HOOFD_515-complete,01_HOOFD_490_4-complete,01_HOOFD_495-complete,01_HOOFD_510_2a-complete,01_HOOFD_510_4-complete,01_HOOFD_494a-complete,01_HOOFD_490_5a-complete,01_HOOFD_505-complete,01_HOOFD_490_5-complete,01_HOOFD_510_2-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 227,1,25,22 days,1900800000,22 days,1900800000,01_HOOFD_010-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,14_VRIJ_010-complete,02_DRZ_010-complete,01_HOOFD_050-complete,04_BPT_005-complete,04_BPT_009-complete,04_BPT_020-complete,04_BPT_030-complete,01_HOOFD_065_0-complete,01_HOOFD_090-complete,04_BPT_029-complete,01_HOOFD_015-complete,04_BPT_021-complete,01_HOOFD_055-complete,01_HOOFD_030_1-complete,01_HOOFD_030_2-complete,01_HOOFD_110_0-complete,01_HOOFD_180-complete,08_AWB45_005-complete,08_AWB45_010-complete,08_AWB45_020_0-complete,01_HOOFD_110_1-complete,01_HOOFD_110_2-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 228,1,31,61 days,5270400000,61 days,5270400000,01_HOOFD_010-complete,02_DRZ_010-complete,01_HOOFD_050-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,01_HOOFD_090-complete,01_HOOFD_100_0-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,01_HOOFD_055-complete,01_HOOFD_030_1-complete,01_HOOFD_015-complete,01_HOOFD_101-complete,01_HOOFD_061-complete,01_HOOFD_030_2-complete,01_HOOFD_110_0-complete,14_VRIJ_010-complete,01_HOOFD_180-complete,08_AWB45_005-complete,08_AWB45_010-complete,08_AWB45_020_0-complete,08_AWB45_020_1-complete,01_HOOFD_110_1-complete,01_HOOFD_110_2-complete,08_AWB45_025-complete,08_AWB45_020_2-complete,08_AWB45_040-complete,08_AWB45_030-complete,08_AWB45_051_0-complete,01_HOOFD_190_1-complete,08_AWB45_045-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 229,1,50,61 days,5270400000,61 days,5270400000,01_HOOFD_010-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,02_DRZ_010-complete,01_HOOFD_050-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,01_HOOFD_090-complete,01_HOOFD_100_0-complete,01_HOOFD_055-complete,01_HOOFD_101-complete,01_HOOFD_030_1-complete,01_HOOFD_061-complete,01_HOOFD_015-complete,01_HOOFD_030_2-complete,14_VRIJ_010-complete,01_HOOFD_110_0-complete,01_HOOFD_180-complete,08_AWB45_005-complete,08_AWB45_010-complete,08_AWB45_020_0-complete,01_HOOFD_110_2-complete,01_HOOFD_110_1-complete,08_AWB45_025-complete,08_AWB45_020_1-complete,08_AWB45_020_2-complete,08_AWB45_040-complete,08_AWB45_030-complete,08_AWB45_051_0-complete,08_AWB45_005-complete,01_HOOFD_196-complete,01_HOOFD_200-complete,01_HOOFD_250_0-complete,01_HOOFD_250_1-complete,08_AWB45_045-complete,01_HOOFD_190_1-complete,01_HOOFD_195-complete,01_HOOFD_190_2-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,13_CRD_010-complete,01_HOOFD_480-complete,01_HOOFD_375-complete,01_HOOFD_250_2-complete,01_HOOFD_490_1-complete,01_HOOFD_490_2-complete,01_HOOFD_490_1a-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 230,1,64,"36 days, 8 hours",3142035000,"36 days, 8 hours",3142035000,01_HOOFD_010-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,14_VRIJ_010-complete,02_DRZ_010-complete,01_HOOFD_050-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,01_HOOFD_090-complete,01_HOOFD_110_0-complete,01_HOOFD_100_0-complete,01_HOOFD_180-complete,08_AWB45_005-complete,08_AWB45_010-complete,08_AWB45_020_0-complete,01_HOOFD_030_1-complete,08_AWB45_020_2-complete,01_HOOFD_110_2-complete,01_HOOFD_110_1-complete,01_HOOFD_101-complete,01_HOOFD_015-complete,01_HOOFD_061-complete,01_HOOFD_030_2-complete,08_AWB45_040-complete,08_AWB45_030-complete,08_AWB45_051_0-complete,08_AWB45_005-complete,01_HOOFD_196-complete,01_HOOFD_200-complete,01_HOOFD_250_0-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,13_CRD_010-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,01_HOOFD_190_2-complete,08_AWB45_025-complete,01_HOOFD_190_1-complete,08_AWB45_020_1-complete,01_HOOFD_490_1a-complete,01_HOOFD_490_1-complete,01_HOOFD_250_2-complete,01_HOOFD_250_1-complete,08_AWB45_045-complete,01_HOOFD_375-complete,01_HOOFD_195-complete,01_HOOFD_491-complete,01_HOOFD_500-complete,01_HOOFD_532_0-complete,01_HOOFD_510_0-complete,01_HOOFD_510_3-complete,01_HOOFD_490_4-complete,01_HOOFD_515-complete,01_HOOFD_510_2-complete,01_HOOFD_495-complete,01_HOOFD_490_5a-complete,01_HOOFD_510_1-complete,01_HOOFD_510_2a-complete,01_HOOFD_494a-complete,01_HOOFD_510_4-complete,01_HOOFD_490_5-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 231,1,51,52 days,4492800000,52 days,4492800000,01_HOOFD_010-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,02_DRZ_010-complete,01_HOOFD_050-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,01_HOOFD_090-complete,01_HOOFD_100_0-complete,01_HOOFD_015-complete,01_HOOFD_101-complete,01_HOOFD_030_1-complete,01_HOOFD_055-complete,01_HOOFD_061-complete,01_HOOFD_030_2-complete,01_HOOFD_180-complete,08_AWB45_005-complete,01_HOOFD_200-complete,01_HOOFD_250_0-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,13_CRD_010-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,01_HOOFD_110_0-complete,01_HOOFD_490_1-complete,01_HOOFD_195-complete,01_HOOFD_250_1-complete,01_HOOFD_490_1a-complete,01_HOOFD_110_2-complete,01_HOOFD_375-complete,01_HOOFD_110_1-complete,01_HOOFD_250_2-complete,01_HOOFD_510_0-complete,01_HOOFD_491-complete,01_HOOFD_500-complete,01_HOOFD_532_0-complete,01_HOOFD_515-complete,01_HOOFD_494a-complete,01_HOOFD_490_4-complete,01_HOOFD_510_3-complete,01_HOOFD_495-complete,01_HOOFD_510_1-complete,01_HOOFD_510_4-complete,01_HOOFD_490_5-complete,01_HOOFD_510_2-complete,01_HOOFD_490_5a-complete,01_HOOFD_510_2a-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 232,1,26,44 days,3801600000,44 days,3801600000,01_HOOFD_010-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,02_DRZ_010-complete,01_HOOFD_050-complete,01_HOOFD_015-complete,01_HOOFD_030_1-complete,01_HOOFD_030_2-complete,04_BPT_005-complete,04_BPT_009-complete,04_BPT_020-complete,04_BPT_030-complete,01_HOOFD_065_0-complete,01_HOOFD_090-complete,01_HOOFD_100_0-complete,04_BPT_021-complete,04_BPT_029-complete,01_HOOFD_101-complete,01_HOOFD_180-complete,08_AWB45_005-complete,08_AWB45_010-complete,08_AWB45_020_0-complete,01_HOOFD_110_0-complete,08_AWB45_020_1-complete,08_AWB45_025-complete,08_AWB45_020_2-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 233,1,26,"49 days, 8 hours",4265286000,"49 days, 8 hours",4265286000,01_HOOFD_010-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,02_DRZ_010-complete,01_HOOFD_050-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,01_HOOFD_090-complete,01_HOOFD_100_0-complete,01_HOOFD_101-complete,01_HOOFD_061-complete,01_HOOFD_030_1-complete,01_HOOFD_055-complete,01_HOOFD_015-complete,01_HOOFD_030_2-complete,14_VRIJ_010-complete,01_HOOFD_110_0-complete,01_HOOFD_180-complete,08_AWB45_005-complete,08_AWB45_010-complete,08_AWB45_020_0-complete,01_HOOFD_110_1-complete,08_AWB45_020_1-complete,01_HOOFD_110_2-complete,08_AWB45_025-complete,08_AWB45_020_2-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 234,1,47,"27 days, 8 hours",2364517000,"27 days, 8 hours",2364517000,01_HOOFD_010-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,02_DRZ_010-complete,01_HOOFD_050-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,01_HOOFD_090-complete,01_HOOFD_015-complete,01_HOOFD_030_1-complete,01_HOOFD_061-complete,01_HOOFD_030_2-complete,14_VRIJ_010-complete,01_HOOFD_110_0-complete,01_HOOFD_100_0-complete,01_HOOFD_180-complete,08_AWB45_005-complete,01_HOOFD_200-complete,01_HOOFD_250_0-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,13_CRD_010-complete,01_HOOFD_480-complete,01_HOOFD_195-complete,01_HOOFD_375-complete,01_HOOFD_101-complete,01_HOOFD_490_1-complete,01_HOOFD_491-complete,01_HOOFD_500-complete,01_HOOFD_490_2-complete,01_HOOFD_532_0-complete,01_HOOFD_510_0-complete,01_HOOFD_495-complete,01_HOOFD_490_5a-complete,01_HOOFD_510_3-complete,01_HOOFD_515-complete,01_HOOFD_510_2a-complete,01_HOOFD_490_1a-complete,01_HOOFD_490_4-complete,01_HOOFD_510_4-complete,01_HOOFD_510_1-complete,01_HOOFD_494a-complete,01_HOOFD_490_5-complete,01_HOOFD_510_2-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 235,1,25,13 days,1123200000,13 days,1123200000,01_HOOFD_010-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,02_DRZ_010-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,01_HOOFD_090-complete,01_HOOFD_061-complete,01_HOOFD_030_1-complete,01_HOOFD_015-complete,01_HOOFD_030_2-complete,01_HOOFD_050-complete,01_HOOFD_100_0-complete,01_HOOFD_101-complete,01_HOOFD_180-complete,08_AWB45_005-complete,08_AWB45_010-complete,08_AWB45_020_0-complete,14_VRIJ_010-complete,01_HOOFD_110_0-complete,01_HOOFD_110_1-complete,01_HOOFD_110_2-complete,08_AWB45_020_1-complete,08_AWB45_020_2-complete,08_AWB45_025-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 236,1,14,"2 days, 11 hours",213245000,"2 days, 11 hours",213245000,01_HOOFD_010-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,02_DRZ_010-complete,01_HOOFD_050-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,01_HOOFD_090-complete,01_HOOFD_100_0-complete,01_HOOFD_101-complete,01_HOOFD_061-complete,01_HOOFD_030_1-complete,01_HOOFD_015-complete,01_HOOFD_030_2-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 237,1,47,"42 days, 8 hours",3659805000,"42 days, 8 hours",3659805000,01_HOOFD_010-complete,01_HOOFD_020-complete,01_HOOFD_011-complete,02_DRZ_010-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,01_HOOFD_090-complete,01_HOOFD_030_1-complete,01_HOOFD_015-complete,01_HOOFD_061-complete,01_HOOFD_030_2-complete,14_VRIJ_010-complete,01_HOOFD_050-complete,01_HOOFD_110_0-complete,01_HOOFD_100_0-complete,01_HOOFD_180-complete,08_AWB45_005-complete,01_HOOFD_200-complete,01_HOOFD_250_0-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,13_CRD_010-complete,01_HOOFD_480-complete,01_HOOFD_195-complete,01_HOOFD_101-complete,01_HOOFD_375-complete,01_HOOFD_490_1-complete,01_HOOFD_490_2-complete,01_HOOFD_491-complete,01_HOOFD_490_4-complete,01_HOOFD_494a-complete,01_HOOFD_490_1a-complete,01_HOOFD_500-complete,01_HOOFD_532_0-complete,01_HOOFD_510_0-complete,01_HOOFD_515-complete,01_HOOFD_510_3-complete,01_HOOFD_510_2a-complete,01_HOOFD_495-complete,01_HOOFD_490_5a-complete,01_HOOFD_490_5-complete,01_HOOFD_510_1-complete,01_HOOFD_510_4-complete,01_HOOFD_510_2-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 238,1,51,44 days,3801600000,44 days,3801600000,01_HOOFD_010-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,02_DRZ_010-complete,01_HOOFD_050-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,01_HOOFD_090-complete,01_HOOFD_100_0-complete,01_HOOFD_030_1-complete,01_HOOFD_061-complete,01_HOOFD_101-complete,01_HOOFD_015-complete,01_HOOFD_030_2-complete,14_VRIJ_010-complete,01_HOOFD_110_0-complete,01_HOOFD_180-complete,08_AWB45_005-complete,01_HOOFD_200-complete,01_HOOFD_250_0-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,13_CRD_010-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,01_HOOFD_510_2a-complete,01_HOOFD_490_1-complete,01_HOOFD_375-complete,01_HOOFD_250_2-complete,01_HOOFD_490_1a-complete,01_HOOFD_250_1-complete,01_HOOFD_195-complete,01_HOOFD_490_5a-complete,01_HOOFD_110_2-complete,01_HOOFD_490_5-complete,01_HOOFD_110_1-complete,01_HOOFD_510_2-complete,01_HOOFD_491-complete,01_HOOFD_500-complete,01_HOOFD_532_0-complete,01_HOOFD_510_0-complete,01_HOOFD_515-complete,01_HOOFD_494a-complete,01_HOOFD_510_4-complete,01_HOOFD_510_3-complete,01_HOOFD_490_4-complete,01_HOOFD_495-complete,01_HOOFD_510_1-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
