Variant,Cases,Events,Median duration,Median duration (milliseconds),Mean duration,Mean duration (milliseconds),Step 1,Step 2,Step 3,Step 4,Step 5,Step 6,Step 7,Step 8,Step 9,Step 10,Step 11,Step 12,Step 13,Step 14,Step 15,Step 16,Step 17,Step 18,Step 19,Step 20,Step 21,Step 22,Step 23,Step 24,Step 25,Step 26,Step 27,Step 28,Step 29,Step 30,Step 31,Step 32,Step 33,Step 34,Step 35,Step 36,Step 37,Step 38,Step 39,Step 40,Step 41,Step 42,Step 43,Step 44,Step 45,Step 46,Step 47,Step 48,Step 49,Step 50,Step 51,Step 52,Step 53,Step 54,Step 55,Step 56,Step 57,Step 58,Step 59,Step 60,Step 61,Step 62,Step 63,Step 64,Step 65,Step 66,Step 67,Step 68,Step 69,Step 70,Step 71,Step 72,Step 73,Step 74,Step 75,Step 76,Step 77,Step 78,Step 79,Step 80,Step 81,Step 82,Step 83,Step 84,Step 85,Step 86,Step 87,Step 88,Step 89,Step 90,Step 91,Step 92,Step 93,Step 94,Step 95,Step 96,Step 97,Step 98,Step 99,Step 100,Step 101
Variant 26,1,34,"75 days, 11 hours",6519965000,"75 days, 11 hours",6519965000,01_HOOFD_010-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,02_DRZ_010-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,01_HOOFD_090-complete,01_HOOFD_110_0-complete,01_HOOFD_180-complete,01_HOOFD_100_0-complete,01_HOOFD_030_1-complete,01_HOOFD_061-complete,01_HOOFD_101-complete,01_HOOFD_015-complete,01_HOOFD_030_2-complete,08_AWB45_010-complete,08_AWB45_020_0-complete,08_AWB45_005-complete,08_AWB45_025-complete,08_AWB45_020_1-complete,08_AWB45_020_2-complete,08_AWB45_060-complete,08_AWB45_070_2-complete,08_AWB45_090_0-complete,08_AWB45_030-complete,08_AWB45_090_3-complete,08_AWB45_070_3a-complete,08_AWB45_070_1-complete,08_AWB45_070_1a-complete,08_AWB45_075-complete,08_AWB45_090_2a-complete,08_AWB45_070_4-complete,08_AWB45_070_3-complete,08_AWB45_090_2-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 27,1,52,"257 days, 1 hour",22208400000,"257 days, 1 hour",22208400000,01_HOOFD_010-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,02_DRZ_010-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,01_HOOFD_090-complete,01_HOOFD_110_0-complete,01_HOOFD_180-complete,01_HOOFD_100_0-complete,01_HOOFD_061-complete,01_HOOFD_030_1-complete,01_HOOFD_101-complete,01_HOOFD_015-complete,01_HOOFD_030_2-complete,01_HOOFD_200-complete,01_HOOFD_250_0-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,13_CRD_010-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,01_HOOFD_500-complete,01_HOOFD_510_0-complete,08_AWB45_005-complete,01_HOOFD_195-complete,01_HOOFD_515-complete,01_HOOFD_490_3a-complete,01_HOOFD_510_2-complete,01_HOOFD_490_1a-complete,01_HOOFD_375-complete,01_HOOFD_490_4-complete,01_HOOFD_510_3-complete,01_HOOFD_495-complete,01_HOOFD_510_1-complete,01_HOOFD_510_4-complete,01_HOOFD_510_2a-complete,01_HOOFD_490_1-complete,01_HOOFD_490_3-complete,01_HOOFD_810-complete,01_BB_770-complete,01_BB_540-complete,01_HOOFD_815-complete,01_BB_775-complete,01_HOOFD_809c-complete,01_HOOFD_811-complete,01_HOOFD_820-complete,01_HOOFD_814-complete,01_HOOFD_809-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 28,1,52,85 days,7344000000,85 days,7344000000,01_HOOFD_010-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,02_DRZ_010-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,01_HOOFD_090-complete,01_HOOFD_110_0-complete,01_HOOFD_180-complete,01_HOOFD_100_0-complete,01_HOOFD_061-complete,01_HOOFD_015-complete,01_HOOFD_101-complete,01_HOOFD_200-complete,01_HOOFD_250_0-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,13_CRD_010-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,01_HOOFD_491-complete,01_HOOFD_500-complete,01_HOOFD_510_0-complete,08_AWB45_005-complete,01_HOOFD_510_4-complete,01_HOOFD_195-complete,01_HOOFD_494a-complete,01_HOOFD_515-complete,01_HOOFD_495-complete,01_HOOFD_510_3-complete,01_HOOFD_375-complete,01_HOOFD_490_1-complete,01_HOOFD_490_4-complete,01_HOOFD_510_1-complete,01_HOOFD_490_1a-complete,01_HOOFD_490_5-complete,01_HOOFD_490_5a-complete,01_HOOFD_510_2-complete,01_BB_770-complete,01_HOOFD_810-complete,01_HOOFD_510_2a-complete,01_BB_540-complete,01_BB_775-complete,01_HOOFD_814-complete,01_HOOFD_815-complete,01_HOOFD_809c-complete,01_HOOFD_811-complete,01_HOOFD_820-complete,01_HOOFD_809-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 29,1,52,85 days,7344000000,85 days,7344000000,01_HOOFD_010-complete,02_DRZ_010-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,01_HOOFD_090-complete,01_HOOFD_110_0-complete,01_HOOFD_100_0-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,01_HOOFD_061-complete,01_HOOFD_015-complete,01_HOOFD_101-complete,08_AWB45_005-complete,01_HOOFD_200-complete,01_HOOFD_250_0-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,13_CRD_010-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,01_HOOFD_491-complete,01_HOOFD_500-complete,01_HOOFD_510_0-complete,01_HOOFD_180-complete,01_HOOFD_490_4-complete,01_HOOFD_494a-complete,01_HOOFD_495-complete,01_HOOFD_195-complete,01_HOOFD_515-complete,01_HOOFD_375-complete,01_HOOFD_510_4-complete,01_HOOFD_490_1-complete,01_HOOFD_510_3-complete,01_HOOFD_490_1a-complete,01_HOOFD_510_1-complete,01_HOOFD_490_5-complete,01_HOOFD_490_5a-complete,01_HOOFD_510_2a-complete,01_HOOFD_510_2-complete,01_HOOFD_810-complete,01_BB_770-complete,01_BB_540-complete,01_HOOFD_820-complete,01_HOOFD_815-complete,01_BB_775-complete,01_HOOFD_814-complete,01_HOOFD_809c-complete,01_HOOFD_809-complete,01_HOOFD_811-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 30,1,43,52 days,4492800000,52 days,4492800000,01_HOOFD_010-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,02_DRZ_010-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,01_HOOFD_090-complete,01_HOOFD_110_0-complete,01_HOOFD_100_0-complete,01_HOOFD_101-complete,01_HOOFD_061-complete,01_HOOFD_030_1-complete,01_HOOFD_015-complete,11_AH_II_010-complete,13_CRD_010-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,08_AWB45_005-complete,01_HOOFD_200-complete,01_HOOFD_250_0-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,01_HOOFD_180-complete,01_HOOFD_490_1a-complete,01_HOOFD_195-complete,01_HOOFD_490_1-complete,01_HOOFD_375-complete,01_HOOFD_491-complete,01_HOOFD_494a-complete,01_HOOFD_490_4-complete,01_HOOFD_500-complete,01_HOOFD_510_0-complete,01_HOOFD_510_4-complete,01_HOOFD_495-complete,01_HOOFD_510_3-complete,01_HOOFD_515-complete,01_HOOFD_510_1-complete,01_HOOFD_490_5a-complete,01_HOOFD_510_2-complete,01_HOOFD_490_5-complete,01_HOOFD_510_2a-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 31,1,44,52 days,4492800000,52 days,4492800000,01_HOOFD_010-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,01_HOOFD_090-complete,01_HOOFD_110_0-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,02_DRZ_010-complete,01_HOOFD_100_0-complete,01_HOOFD_061-complete,01_HOOFD_101-complete,01_HOOFD_030_1-complete,01_HOOFD_015-complete,01_HOOFD_030_2-complete,08_AWB45_005-complete,01_HOOFD_200-complete,01_HOOFD_250_0-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,13_CRD_010-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,01_HOOFD_491-complete,01_HOOFD_180-complete,01_HOOFD_375-complete,01_HOOFD_490_1a-complete,01_HOOFD_490_1-complete,01_HOOFD_490_4-complete,01_HOOFD_195-complete,01_HOOFD_494a-complete,01_HOOFD_500-complete,01_HOOFD_510_0-complete,01_HOOFD_495-complete,01_HOOFD_510_1-complete,01_HOOFD_510_3-complete,01_HOOFD_515-complete,01_HOOFD_510_4-complete,01_HOOFD_510_2-complete,01_HOOFD_490_5a-complete,01_HOOFD_510_2a-complete,01_HOOFD_490_5-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 32,1,44,50 days,4320000000,50 days,4320000000,01_HOOFD_010-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,02_DRZ_010-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,01_HOOFD_090-complete,01_HOOFD_110_0-complete,01_HOOFD_100_0-complete,01_HOOFD_061-complete,01_HOOFD_101-complete,01_HOOFD_030_1-complete,01_HOOFD_015-complete,01_HOOFD_030_2-complete,08_AWB45_005-complete,01_HOOFD_200-complete,01_HOOFD_250_0-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,13_CRD_010-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,01_HOOFD_180-complete,01_HOOFD_490_1a-complete,01_HOOFD_490_1-complete,01_HOOFD_195-complete,01_HOOFD_375-complete,01_HOOFD_491-complete,01_HOOFD_494a-complete,01_HOOFD_490_4-complete,01_HOOFD_500-complete,01_HOOFD_510_0-complete,01_HOOFD_515-complete,01_HOOFD_510_3-complete,01_HOOFD_510_1-complete,01_HOOFD_495-complete,01_HOOFD_510_4-complete,01_HOOFD_510_2-complete,01_HOOFD_490_5-complete,01_HOOFD_510_2a-complete,01_HOOFD_490_5a-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 33,1,25,314 days,27129600000,314 days,27129600000,01_HOOFD_080-complete,01_HOOFD_010-complete,01_HOOFD_065_0-complete,01_HOOFD_090-complete,01_HOOFD_110_0-complete,01_HOOFD_180-complete,01_HOOFD_100_0-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,02_DRZ_010-complete,04_BPT_005-complete,04_BPT_009-complete,04_BPT_010-complete,04_BPT_020-complete,04_BPT_030-complete,01_HOOFD_015-complete,01_HOOFD_030_1-complete,04_BPT_021-complete,04_BPT_029-complete,01_HOOFD_101-complete,01_HOOFD_030_2-complete,08_AWB45_010-complete,08_AWB45_020_0-complete,08_AWB45_005-complete,08_AWB45_020_1-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 34,1,59,"71 days, 11 hours",6174907000,"71 days, 11 hours",6174907000,01_HOOFD_011-complete,01_HOOFD_020-complete,02_DRZ_010-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,01_HOOFD_090-complete,01_HOOFD_110_0-complete,01_HOOFD_180-complete,01_HOOFD_100_0-complete,01_HOOFD_061-complete,01_HOOFD_101-complete,01_HOOFD_010-complete,01_HOOFD_030_1-complete,01_HOOFD_015-complete,01_HOOFD_030_2-complete,08_AWB45_010-complete,08_AWB45_020_0-complete,08_AWB45_005-complete,08_AWB45_020_1-complete,08_AWB45_025-complete,08_AWB45_020_2-complete,08_AWB45_040-complete,08_AWB45_030-complete,08_AWB45_045-complete,08_AWB45_005-complete,01_HOOFD_196-complete,01_HOOFD_200-complete,01_HOOFD_250_0-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,13_CRD_010-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,01_HOOFD_491-complete,01_HOOFD_492_0-complete,01_HOOFD_493-complete,08_AWB45_051_0-complete,01_HOOFD_491a-complete,01_HOOFD_195-complete,01_HOOFD_490_4-complete,01_HOOFD_494a-complete,01_HOOFD_375-complete,01_HOOFD_490_1a-complete,01_HOOFD_490_1-complete,01_HOOFD_500-complete,01_HOOFD_510_0-complete,01_HOOFD_510_1-complete,01_HOOFD_490_5-complete,01_HOOFD_495-complete,01_HOOFD_490_5a-complete,01_HOOFD_510_3-complete,01_HOOFD_510_2a-complete,01_HOOFD_515-complete,01_HOOFD_510_4-complete,01_HOOFD_530-complete,01_HOOFD_510_2-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 35,1,54,157 days,13564800000,157 days,13564800000,01_HOOFD_010-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,02_DRZ_010-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,01_HOOFD_090-complete,01_HOOFD_110_0-complete,01_HOOFD_100_0-complete,01_HOOFD_015-complete,01_HOOFD_061-complete,01_HOOFD_101-complete,01_HOOFD_030_1-complete,01_HOOFD_030_2-complete,08_AWB45_005-complete,08_AWB45_010-complete,08_AWB45_020_0-complete,01_HOOFD_180-complete,08_AWB45_025-complete,08_AWB45_020_1-complete,08_AWB45_020_2-complete,01_HOOFD_250_0-complete,01_HOOFD_330-complete,08_AWB45_051_0-complete,08_AWB45_005-complete,01_HOOFD_196-complete,01_HOOFD_200-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,13_CRD_010-complete,13_CRD_020-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,01_HOOFD_500-complete,01_HOOFD_510_0-complete,08_AWB45_040-complete,08_AWB45_030-complete,01_HOOFD_195-complete,01_HOOFD_375-complete,01_HOOFD_495-complete,01_HOOFD_490_4-complete,01_HOOFD_510_2-complete,08_AWB45_045-complete,01_HOOFD_490_1a-complete,01_HOOFD_510_2a-complete,01_HOOFD_490_3a-complete,01_HOOFD_490_1-complete,01_HOOFD_490_3-complete,01_HOOFD_515-complete,01_HOOFD_510_3-complete,01_HOOFD_510_1-complete,01_HOOFD_510_4-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 36,1,59,"195 days, 1 hour",16851600000,"195 days, 1 hour",16851600000,01_HOOFD_010-complete,01_HOOFD_100_0-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,02_DRZ_010-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,01_HOOFD_090-complete,01_HOOFD_110_0-complete,01_HOOFD_180-complete,01_HOOFD_015-complete,01_HOOFD_061-complete,01_HOOFD_030_1-complete,01_HOOFD_101-complete,01_HOOFD_030_2-complete,08_AWB45_010-complete,08_AWB45_020_0-complete,08_AWB45_005-complete,08_AWB45_020_1-complete,08_AWB45_020_2-complete,08_AWB45_025-complete,08_AWB45_040-complete,06_VD_020-complete,06_VD_030_2-complete,03_VD_060_0-complete,06_VD_010-complete,08_AWB45_030-complete,06_VD_060_3-complete,06_VD_030_1-complete,06_VD_030_4-complete,06_VD_060_2a-complete,08_AWB45_045-complete,06_VD_030_3a-complete,06_VD_030_1a-complete,06_VD_035-complete,06_VD_030_3-complete,06_VD_060_2-complete,08_AWB45_051_0-complete,01_HOOFD_196-complete,01_HOOFD_200-complete,08_AWB45_005-complete,01_HOOFD_195-complete,05_EIND_020-complete,01_HOOFD_250_0-complete,01_HOOFD_446-complete,01_HOOFD_330-complete,01_HOOFD_350_0-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_445-complete,01_HOOFD_440_1a-complete,01_HOOFD_375-complete,01_HOOFD_440_1-complete,01_HOOFD_331-complete,01_HOOFD_440_2-complete,05_EIND_011-complete,05_EIND_030_0-complete,05_EIND_010-complete,05_EIND_025-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 37,1,44,55 days,4752000000,55 days,4752000000,01_HOOFD_010-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,02_DRZ_010-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,01_HOOFD_090-complete,01_HOOFD_110_0-complete,01_HOOFD_180-complete,01_HOOFD_100_0-complete,01_HOOFD_061-complete,01_HOOFD_015-complete,01_HOOFD_030_1-complete,01_HOOFD_101-complete,01_HOOFD_030_2-complete,01_HOOFD_200-complete,01_HOOFD_250_0-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,13_CRD_010-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,08_AWB45_005-complete,01_HOOFD_375-complete,01_HOOFD_195-complete,01_HOOFD_490_1a-complete,01_HOOFD_490_1-complete,01_HOOFD_491-complete,01_HOOFD_494a-complete,01_HOOFD_490_4-complete,01_HOOFD_500-complete,01_HOOFD_510_0-complete,01_HOOFD_495-complete,01_HOOFD_510_3-complete,01_HOOFD_515-complete,01_HOOFD_510_4-complete,01_HOOFD_510_1-complete,01_HOOFD_510_2-complete,01_HOOFD_490_5a-complete,01_HOOFD_510_2a-complete,01_HOOFD_490_5-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 38,1,52,83 days,7171200000,83 days,7171200000,01_HOOFD_010-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,02_DRZ_010-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,01_HOOFD_090-complete,01_HOOFD_110_0-complete,01_HOOFD_180-complete,01_HOOFD_100_0-complete,01_HOOFD_015-complete,01_HOOFD_061-complete,01_HOOFD_101-complete,01_HOOFD_200-complete,01_HOOFD_250_0-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,13_CRD_010-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,01_HOOFD_491-complete,01_HOOFD_500-complete,01_HOOFD_510_0-complete,08_AWB45_005-complete,01_HOOFD_375-complete,01_HOOFD_195-complete,01_HOOFD_490_4-complete,01_HOOFD_510_4-complete,01_HOOFD_490_1-complete,01_HOOFD_494a-complete,01_HOOFD_510_1-complete,01_HOOFD_495-complete,01_HOOFD_490_1a-complete,01_HOOFD_515-complete,01_HOOFD_510_3-complete,01_HOOFD_490_5a-complete,01_HOOFD_490_5-complete,01_HOOFD_510_2a-complete,01_HOOFD_510_2-complete,01_HOOFD_810-complete,01_BB_770-complete,01_BB_540-complete,01_HOOFD_809-complete,01_HOOFD_814-complete,01_HOOFD_811-complete,01_HOOFD_815-complete,01_BB_775-complete,01_HOOFD_820-complete,01_HOOFD_809c-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 39,1,55,52 days,4492800000,52 days,4492800000,01_HOOFD_010-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,02_DRZ_010-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,01_HOOFD_090-complete,01_HOOFD_100_0-complete,01_HOOFD_030_1-complete,01_HOOFD_061-complete,01_HOOFD_015-complete,01_HOOFD_101-complete,01_HOOFD_030_2-complete,01_HOOFD_180-complete,08_AWB45_005-complete,08_AWB45_010-complete,08_AWB45_020_0-complete,01_HOOFD_110_0-complete,08_AWB45_025-complete,08_AWB45_020_1-complete,08_AWB45_020_2-complete,08_AWB45_040-complete,08_AWB45_030-complete,08_AWB45_045-complete,08_AWB45_005-complete,01_HOOFD_196-complete,01_HOOFD_200-complete,01_HOOFD_250_0-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,13_CRD_010-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,01_HOOFD_491-complete,01_HOOFD_500-complete,01_HOOFD_510_0-complete,08_AWB45_051_0-complete,01_HOOFD_494a-complete,01_HOOFD_510_3-complete,01_HOOFD_195-complete,01_HOOFD_490_1-complete,01_HOOFD_515-complete,01_HOOFD_510_1-complete,01_HOOFD_495-complete,01_HOOFD_490_1a-complete,01_HOOFD_490_4-complete,01_HOOFD_510_4-complete,01_HOOFD_375-complete,01_HOOFD_490_5-complete,01_HOOFD_510_2a-complete,01_HOOFD_490_5a-complete,01_HOOFD_510_2-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 40,1,44,36 days,3110400000,36 days,3110400000,01_HOOFD_010-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,02_DRZ_010-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,01_HOOFD_090-complete,01_HOOFD_110_0-complete,01_HOOFD_100_0-complete,01_HOOFD_030_1-complete,01_HOOFD_015-complete,01_HOOFD_061-complete,01_HOOFD_101-complete,01_HOOFD_030_2-complete,08_AWB45_005-complete,01_HOOFD_200-complete,01_HOOFD_250_0-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,13_CRD_010-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,01_HOOFD_491-complete,01_HOOFD_180-complete,01_HOOFD_195-complete,01_HOOFD_494a-complete,01_HOOFD_490_1-complete,01_HOOFD_375-complete,01_HOOFD_490_4-complete,01_HOOFD_490_1a-complete,01_HOOFD_500-complete,01_HOOFD_510_0-complete,01_HOOFD_515-complete,01_HOOFD_510_1-complete,01_HOOFD_510_3-complete,01_HOOFD_495-complete,01_HOOFD_510_4-complete,01_HOOFD_510_2-complete,01_HOOFD_510_2a-complete,01_HOOFD_490_5-complete,01_HOOFD_490_5a-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 41,1,50,"231 days, 17 hours",20019822000,"231 days, 17 hours",20019822000,01_HOOFD_010-complete,01_HOOFD_100_0-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,02_DRZ_010-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,01_HOOFD_090-complete,01_HOOFD_110_0-complete,01_HOOFD_101-complete,01_HOOFD_061-complete,01_HOOFD_015-complete,01_HOOFD_030_1-complete,01_HOOFD_030_2-complete,08_AWB45_005-complete,01_HOOFD_200-complete,01_HOOFD_250_0-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,13_CRD_010-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,01_HOOFD_491-complete,01_HOOFD_180-complete,01_HOOFD_490_1-complete,01_HOOFD_490_4-complete,01_HOOFD_494a-complete,01_HOOFD_195-complete,01_HOOFD_490_1a-complete,01_HOOFD_375-complete,01_HOOFD_500-complete,01_HOOFD_510_0-complete,01_HOOFD_510_4-complete,01_HOOFD_510_3-complete,01_HOOFD_495-complete,01_HOOFD_515-complete,01_HOOFD_510_1-complete,01_HOOFD_510_2a-complete,01_HOOFD_490_5a-complete,01_HOOFD_510_2-complete,01_HOOFD_490_5-complete,01_BB_540-complete,01_HOOFD_809c-complete,01_BB_775-complete,01_HOOFD_809-complete,01_HOOFD_811-complete,01_BB_770-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 42,1,57,"146 days, 14 hours",12667163000,"146 days, 14 hours",12667163000,01_HOOFD_010-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,02_DRZ_010-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,01_HOOFD_090-complete,01_HOOFD_110_0-complete,01_HOOFD_100_0-complete,01_HOOFD_030_1-complete,01_HOOFD_101-complete,01_HOOFD_061-complete,01_HOOFD_015-complete,01_HOOFD_030_2-complete,08_AWB45_005-complete,08_AWB45_010-complete,08_AWB45_020_0-complete,01_HOOFD_180-complete,08_AWB45_020_1-complete,08_AWB45_025-complete,08_AWB45_020_2-complete,08_AWB45_040-complete,08_AWB45_030-complete,09_AH_I_010-complete,08_AWB45_051_0-complete,08_AWB45_005-complete,01_HOOFD_196-complete,01_HOOFD_200-complete,01_HOOFD_250_0-complete,01_HOOFD_330-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,13_CRD_010-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,08_AWB45_045-complete,01_HOOFD_195-complete,01_HOOFD_375-complete,01_HOOFD_490_1-complete,01_HOOFD_250_1-complete,01_HOOFD_490_1a-complete,01_HOOFD_250_2-complete,01_HOOFD_491-complete,01_HOOFD_500-complete,01_HOOFD_510_0-complete,01_HOOFD_490_4-complete,01_HOOFD_510_2a-complete,01_HOOFD_515-complete,01_HOOFD_490_5a-complete,01_HOOFD_510_4-complete,01_HOOFD_494a-complete,01_HOOFD_510_1-complete,01_HOOFD_510_3-complete,01_HOOFD_495-complete,01_HOOFD_490_5-complete,01_HOOFD_510_2-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 43,1,52,78 days,6739200000,78 days,6739200000,01_HOOFD_010-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,02_DRZ_010-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,01_HOOFD_090-complete,01_HOOFD_110_0-complete,01_HOOFD_100_0-complete,01_HOOFD_061-complete,01_HOOFD_015-complete,01_HOOFD_101-complete,01_HOOFD_510_0-complete,01_HOOFD_500-complete,08_AWB45_005-complete,01_HOOFD_200-complete,01_HOOFD_250_0-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,13_CRD_010-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,01_HOOFD_491-complete,01_HOOFD_180-complete,01_HOOFD_510_1-complete,01_HOOFD_195-complete,01_HOOFD_490_1-complete,01_HOOFD_510_3-complete,01_HOOFD_494a-complete,01_HOOFD_515-complete,01_HOOFD_495-complete,01_HOOFD_375-complete,01_HOOFD_490_1a-complete,01_HOOFD_490_4-complete,01_HOOFD_510_4-complete,01_HOOFD_490_5-complete,01_HOOFD_490_5a-complete,01_HOOFD_510_2-complete,01_HOOFD_510_2a-complete,01_BB_770-complete,01_HOOFD_810-complete,01_BB_540-complete,01_BB_775-complete,01_HOOFD_815-complete,01_HOOFD_809-complete,01_HOOFD_809c-complete,01_HOOFD_820-complete,01_HOOFD_814-complete,01_HOOFD_811-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
