Variant,Cases,Events,Median duration,Median duration (milliseconds),Mean duration,Mean duration (milliseconds),Step 1,Step 2,Step 3,Step 4,Step 5,Step 6,Step 7,Step 8,Step 9,Step 10,Step 11,Step 12,Step 13,Step 14,Step 15,Step 16,Step 17,Step 18,Step 19,Step 20,Step 21,Step 22,Step 23,Step 24,Step 25,Step 26,Step 27,Step 28,Step 29,Step 30,Step 31,Step 32,Step 33,Step 34,Step 35,Step 36,Step 37,Step 38,Step 39,Step 40,Step 41,Step 42,Step 43,Step 44,Step 45,Step 46,Step 47,Step 48,Step 49,Step 50,Step 51,Step 52,Step 53,Step 54,Step 55,Step 56,Step 57,Step 58,Step 59,Step 60,Step 61,Step 62,Step 63,Step 64,Step 65,Step 66,Step 67,Step 68,Step 69,Step 70,Step 71,Step 72,Step 73,Step 74,Step 75,Step 76,Step 77,Step 78,Step 79,Step 80,Step 81,Step 82,Step 83,Step 84,Step 85,Step 86,Step 87,Step 88,Step 89,Step 90,Step 91,Step 92,Step 93,Step 94,Step 95,Step 96,Step 97,Step 98,Step 99,Step 100,Step 101,Step 102,Step 103,Step 104,Step 105,Step 106,Step 107,Step 108,Step 109,Step 110,Step 111,Step 112,Step 113,Step 114,Step 115,Step 116
Variant 245,1,39,"99 days, 10 hours",8591101000,"99 days, 10 hours",8591101000,01_HOOFD_010-complete,01_HOOFD_065_2-complete,01_HOOFD_015-complete,01_HOOFD_020-complete,01_HOOFD_040-complete,01_HOOFD_060-complete,01_HOOFD_065_1-complete,01_HOOFD_100-complete,01_HOOFD_100-complete,01_HOOFD_130-complete,01_HOOFD_050-complete,05_EIND_010-complete,01_HOOFD_540-complete,01_HOOFD_110-complete,01_HOOFD_120-complete,01_HOOFD_180-complete,01_HOOFD_200-complete,01_HOOFD_205-complete,01_HOOFD_205-complete,01_HOOFD_270-complete,01_HOOFD_250-complete,01_HOOFD_260-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_370-complete,01_HOOFD_375-complete,06_VD_010-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,01_HOOFD_470-complete,01_HOOFD_480-complete,01_HOOFD_490_1-complete,01_HOOFD_490_3-complete,01_HOOFD_490_2-complete,01_HOOFD_510_1-complete,01_HOOFD_510_2-complete,01_HOOFD_520-complete,01_HOOFD_530-complete,01_BB_540-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 246,1,53,"118 days, 8 hours",10224442000,"118 days, 8 hours",10224442000,01_HOOFD_010-complete,01_HOOFD_065_2-complete,01_HOOFD_015-complete,01_HOOFD_020-complete,01_HOOFD_040-complete,01_HOOFD_060-complete,01_HOOFD_065_1-complete,01_HOOFD_100-complete,01_HOOFD_130-complete,01_HOOFD_050-complete,05_EIND_010-complete,06_VD_010-complete,01_HOOFD_540-complete,01_HOOFD_110-complete,01_HOOFD_120-complete,01_HOOFD_180-complete,01_HOOFD_200-complete,08_AWB45_010-complete,08_AWB45_020_2-complete,08_AWB45_020_1-complete,08_AWB45_040-complete,08_AWB45_030-complete,01_HOOFD_100-complete,08_AWB45_170-complete,01_HOOFD_130-complete,01_HOOFD_110-complete,01_HOOFD_120-complete,01_HOOFD_180-complete,01_HOOFD_200-complete,01_HOOFD_205-complete,01_HOOFD_205-complete,01_HOOFD_270-complete,01_HOOFD_250-complete,01_HOOFD_260-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_375-complete,01_HOOFD_370-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,01_HOOFD_470-complete,01_HOOFD_480-complete,01_HOOFD_490_1-complete,01_HOOFD_490_2-complete,01_HOOFD_510_1-complete,01_BB_770-complete,01_HOOFD_490_3-complete,01_HOOFD_510_2-complete,01_HOOFD_520-complete,01_HOOFD_530-complete,01_BB_540-complete,01_HOOFD_790-complete,01_HOOFD_800-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 247,1,45,"207 days, 8 hours",17915896000,"207 days, 8 hours",17915896000,01_HOOFD_010-complete,01_HOOFD_065_2-complete,01_HOOFD_030_2-complete,01_HOOFD_015-complete,01_HOOFD_020-complete,01_HOOFD_030_1-complete,01_HOOFD_040-complete,01_HOOFD_060-complete,01_HOOFD_065_1-complete,01_HOOFD_100-complete,01_HOOFD_510_2-complete,01_HOOFD_490_3-complete,01_HOOFD_100-complete,01_HOOFD_110-complete,01_HOOFD_130-complete,01_HOOFD_050-complete,05_EIND_010-complete,06_VD_010-complete,01_HOOFD_540-complete,01_HOOFD_120-complete,01_HOOFD_180-complete,01_HOOFD_200-complete,01_HOOFD_205-complete,01_HOOFD_205-complete,01_HOOFD_250-complete,01_HOOFD_270-complete,01_HOOFD_260-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_370-complete,01_HOOFD_375-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,01_HOOFD_470-complete,01_HOOFD_480-complete,01_HOOFD_490_1-complete,01_HOOFD_530-complete,01_HOOFD_490_2-complete,01_HOOFD_510_1-complete,01_HOOFD_520-complete,01_BB_540-complete,01_BB_590-complete,01_BB_550-complete,01_BB_560-complete,01_BB_630-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 248,1,33,"139 days, 10 hours",12047698000,"139 days, 10 hours",12047698000,01_HOOFD_010-complete,01_HOOFD_015-complete,01_HOOFD_065_2-complete,01_HOOFD_020-complete,01_HOOFD_040-complete,01_HOOFD_060-complete,01_HOOFD_065_1-complete,01_HOOFD_100-complete,01_HOOFD_100-complete,01_HOOFD_130-complete,01_HOOFD_050-complete,05_EIND_010-complete,01_HOOFD_110-complete,01_HOOFD_120-complete,01_HOOFD_180-complete,01_HOOFD_200-complete,08_AWB45_010-complete,08_AWB45_020_1-complete,08_AWB45_020_2-complete,08_AWB45_070_3-complete,08_AWB45_090_2-complete,06_VD_010-complete,01_HOOFD_540-complete,08_AWB45_030-complete,08_AWB45_060-complete,08_AWB45_070_1-complete,08_AWB45_070_2-complete,08_AWB45_090_1-complete,08_AWB45_110-complete,08_AWB45_150-complete,01_HOOFD_790-complete,08_AWB45_180-complete,01_HOOFD_800-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 249,1,41,"71 days, 8 hours",6165037000,"71 days, 8 hours",6165037000,01_HOOFD_010-complete,01_HOOFD_030_2-complete,01_HOOFD_015-complete,01_HOOFD_020-complete,01_HOOFD_030_1-complete,01_HOOFD_040-complete,01_HOOFD_060-complete,01_HOOFD_065_1-complete,01_HOOFD_100-complete,01_HOOFD_065_2-complete,01_HOOFD_100-complete,01_HOOFD_110-complete,01_HOOFD_130-complete,01_HOOFD_050-complete,05_EIND_010-complete,06_VD_010-complete,01_HOOFD_540-complete,01_HOOFD_120-complete,01_HOOFD_180-complete,01_HOOFD_200-complete,01_HOOFD_205-complete,01_HOOFD_205-complete,01_HOOFD_270-complete,01_HOOFD_250-complete,01_HOOFD_260-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_375-complete,01_HOOFD_370-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,01_HOOFD_470-complete,01_HOOFD_480-complete,01_HOOFD_490_1-complete,01_HOOFD_510_2-complete,01_HOOFD_490_3-complete,01_HOOFD_490_2-complete,01_HOOFD_510_1-complete,01_HOOFD_520-complete,01_HOOFD_530-complete,01_BB_540-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 250,1,44,"113 days, 8 hours",9792343000,"113 days, 8 hours",9792343000,01_HOOFD_010-complete,01_HOOFD_030_2-complete,01_HOOFD_065_2-complete,01_HOOFD_015-complete,01_HOOFD_020-complete,01_HOOFD_030_1-complete,01_HOOFD_040-complete,01_HOOFD_060-complete,01_HOOFD_065_1-complete,01_HOOFD_100-complete,01_HOOFD_100-complete,01_HOOFD_110-complete,01_HOOFD_120-complete,01_HOOFD_050-complete,01_HOOFD_130-complete,01_HOOFD_180-complete,01_HOOFD_200-complete,01_HOOFD_205-complete,01_HOOFD_205-complete,01_HOOFD_270-complete,01_HOOFD_250-complete,01_HOOFD_330-complete,01_HOOFD_260-complete,09_AH_I_010-complete,01_HOOFD_370-complete,01_HOOFD_375-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,01_HOOFD_470-complete,01_HOOFD_540-complete,05_EIND_010-complete,06_VD_010-complete,01_HOOFD_490_3-complete,01_HOOFD_510_2-complete,01_BB_770-complete,01_HOOFD_480-complete,01_HOOFD_490_1-complete,01_HOOFD_490_2-complete,01_HOOFD_510_1-complete,01_HOOFD_520-complete,01_HOOFD_530-complete,01_BB_540-complete,01_HOOFD_790-complete,01_HOOFD_800-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 251,1,58,"152 days, 7 hours",13158641000,"152 days, 7 hours",13158641000,11_AH_II_010-complete,01_HOOFD_010-complete,08_AWB45_040-complete,01_HOOFD_065_2-complete,01_HOOFD_100-complete,08_AWB45_020_2-complete,11_AH_II_020_2-complete,01_HOOFD_015-complete,01_HOOFD_020-complete,01_HOOFD_040-complete,01_HOOFD_060-complete,01_HOOFD_065_1-complete,01_HOOFD_540-complete,01_HOOFD_100-complete,01_HOOFD_110-complete,01_HOOFD_120-complete,01_HOOFD_130-complete,01_HOOFD_050-complete,05_EIND_010-complete,06_VD_010-complete,01_HOOFD_180-complete,01_HOOFD_200-complete,08_AWB45_010-complete,08_AWB45_020_1-complete,08_AWB45_030-complete,08_AWB45_170-complete,01_HOOFD_130-complete,01_HOOFD_110-complete,01_HOOFD_120-complete,01_HOOFD_180-complete,01_HOOFD_200-complete,01_HOOFD_205-complete,01_HOOFD_205-complete,01_HOOFD_270-complete,01_HOOFD_250-complete,01_HOOFD_260-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_370-complete,01_HOOFD_375-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,01_HOOFD_470-complete,11_AH_II_035-complete,11_AH_II_055-complete,11_AH_II_020_1-complete,11_AH_II_040-complete,11_AH_II_070-complete,11_AH_II_100-complete,01_HOOFD_480-complete,01_HOOFD_490_1-complete,01_HOOFD_490_3-complete,01_HOOFD_490_2-complete,01_HOOFD_510_1-complete,01_HOOFD_510_2-complete,01_HOOFD_530-complete,01_HOOFD_520-complete,01_BB_540-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 252,1,22,"363 days, 10 hours",31401172000,"363 days, 10 hours",31401172000,01_HOOFD_010-complete,01_HOOFD_065_2-complete,06_VD_030_2-complete,06_VD_070-complete,01_HOOFD_015-complete,01_HOOFD_020-complete,01_HOOFD_040-complete,01_HOOFD_060-complete,01_HOOFD_065_1-complete,06_VD_010-complete,06_VD_020-complete,06_VD_030_1-complete,06_VD_030_3-complete,06_VD_060-complete,05_EIND_050-complete,01_HOOFD_810-complete,05_EIND_030_2-complete,05_EIND_010-complete,05_EIND_020-complete,05_EIND_030_1-complete,05_EIND_040-complete,05_EIND_065-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 253,1,39,"65 days, 10 hours",5653248000,"65 days, 10 hours",5653248000,01_HOOFD_010-complete,01_HOOFD_065_2-complete,01_HOOFD_015-complete,01_HOOFD_020-complete,01_HOOFD_040-complete,01_HOOFD_060-complete,01_HOOFD_065_1-complete,01_HOOFD_100-complete,01_HOOFD_100-complete,01_HOOFD_110-complete,01_HOOFD_120-complete,01_HOOFD_130-complete,01_HOOFD_050-complete,05_EIND_010-complete,06_VD_010-complete,01_HOOFD_540-complete,01_HOOFD_180-complete,01_HOOFD_200-complete,01_HOOFD_205-complete,01_HOOFD_490_3-complete,01_HOOFD_205-complete,01_HOOFD_270-complete,01_HOOFD_250-complete,01_HOOFD_260-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_370-complete,01_HOOFD_375-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,01_HOOFD_470-complete,01_HOOFD_480-complete,01_HOOFD_490_1-complete,01_HOOFD_490_2-complete,01_HOOFD_510_1-complete,01_HOOFD_510_2-complete,01_HOOFD_530-complete,01_HOOFD_520-complete,01_BB_540-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 254,1,51,"133 days, 7 hours",11517121000,"133 days, 7 hours",11517121000,01_HOOFD_010-complete,01_HOOFD_015-complete,01_HOOFD_020-complete,01_HOOFD_040-complete,01_HOOFD_100-complete,01_HOOFD_065_2-complete,01_HOOFD_060-complete,01_HOOFD_065_1-complete,01_HOOFD_100-complete,01_HOOFD_050-complete,01_HOOFD_130-complete,01_HOOFD_110-complete,01_HOOFD_120-complete,01_HOOFD_180-complete,01_HOOFD_200-complete,08_AWB45_010-complete,08_AWB45_020_1-complete,08_AWB45_020_2-complete,08_AWB45_040-complete,08_AWB45_030-complete,08_AWB45_170-complete,05_EIND_010-complete,01_HOOFD_130-complete,01_HOOFD_110-complete,01_HOOFD_120-complete,01_HOOFD_180-complete,01_HOOFD_200-complete,01_HOOFD_205-complete,01_HOOFD_205-complete,01_HOOFD_270-complete,01_HOOFD_250-complete,01_HOOFD_260-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_370-complete,01_HOOFD_375-complete,01_HOOFD_490_3-complete,06_VD_010-complete,01_HOOFD_540-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,01_HOOFD_470-complete,01_HOOFD_480-complete,01_HOOFD_490_1-complete,01_HOOFD_490_2-complete,01_HOOFD_510_1-complete,01_HOOFD_510_2-complete,01_HOOFD_520-complete,01_HOOFD_530-complete,01_BB_540-complete,01_BB_770-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 255,1,41,"88 days, 10 hours",7640405000,"88 days, 10 hours",7640405000,01_HOOFD_010-complete,01_HOOFD_030_2-complete,01_HOOFD_065_2-complete,01_HOOFD_015-complete,01_HOOFD_020-complete,01_HOOFD_030_1-complete,01_HOOFD_040-complete,01_HOOFD_060-complete,01_HOOFD_065_1-complete,01_HOOFD_100-complete,01_HOOFD_130-complete,01_HOOFD_050-complete,05_EIND_010-complete,01_HOOFD_540-complete,01_HOOFD_110-complete,01_HOOFD_120-complete,01_HOOFD_180-complete,01_HOOFD_100-complete,01_HOOFD_490_3-complete,06_VD_010-complete,01_HOOFD_200-complete,01_HOOFD_205-complete,01_HOOFD_205-complete,01_HOOFD_270-complete,01_HOOFD_250-complete,01_HOOFD_260-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_375-complete,01_HOOFD_370-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,01_HOOFD_470-complete,01_HOOFD_480-complete,01_HOOFD_490_1-complete,01_HOOFD_490_2-complete,01_HOOFD_510_1-complete,01_HOOFD_510_2-complete,01_HOOFD_520-complete,01_HOOFD_530-complete,01_BB_540-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 256,1,41,"62 days, 8 hours",5388126000,"62 days, 8 hours",5388126000,01_HOOFD_010-complete,01_HOOFD_065_2-complete,01_HOOFD_030_2-complete,01_HOOFD_015-complete,01_HOOFD_020-complete,01_HOOFD_030_1-complete,01_HOOFD_040-complete,01_HOOFD_060-complete,01_HOOFD_065_1-complete,01_HOOFD_100-complete,01_HOOFD_100-complete,01_HOOFD_510_2-complete,01_HOOFD_490_3-complete,01_HOOFD_110-complete,01_HOOFD_130-complete,01_HOOFD_050-complete,05_EIND_010-complete,06_VD_010-complete,01_HOOFD_540-complete,01_HOOFD_120-complete,01_HOOFD_180-complete,01_HOOFD_200-complete,01_HOOFD_205-complete,01_HOOFD_205-complete,01_HOOFD_270-complete,01_HOOFD_250-complete,01_HOOFD_260-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_370-complete,01_HOOFD_375-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,01_HOOFD_470-complete,01_HOOFD_480-complete,01_HOOFD_490_1-complete,01_HOOFD_490_2-complete,01_HOOFD_510_1-complete,01_HOOFD_520-complete,01_HOOFD_530-complete,01_BB_540-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 257,1,33,"75 days, 8 hours",6510772000,"75 days, 8 hours",6510772000,01_HOOFD_010-complete,01_HOOFD_065_2-complete,01_HOOFD_015-complete,01_HOOFD_020-complete,01_HOOFD_040-complete,01_HOOFD_060-complete,01_HOOFD_065_1-complete,01_HOOFD_100-complete,01_HOOFD_100-complete,01_HOOFD_110-complete,01_HOOFD_130-complete,01_HOOFD_050-complete,01_HOOFD_120-complete,01_HOOFD_180-complete,01_HOOFD_200-complete,08_AWB45_010-complete,01_HOOFD_540-complete,08_AWB45_020_2-complete,08_AWB45_020_1-complete,05_EIND_010-complete,06_VD_010-complete,08_AWB45_030-complete,08_AWB45_060-complete,08_AWB45_070_1-complete,08_AWB45_070_3-complete,08_AWB45_070_2-complete,08_AWB45_090_1-complete,01_HOOFD_790-complete,08_AWB45_090_2-complete,08_AWB45_110-complete,08_AWB45_150-complete,08_AWB45_180-complete,01_HOOFD_790-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 258,1,44,"73 days, 15 hours",6363181000,"73 days, 15 hours",6363181000,01_HOOFD_010-complete,01_HOOFD_065_2-complete,01_HOOFD_015-complete,01_HOOFD_020-complete,01_HOOFD_040-complete,01_HOOFD_060-complete,04_BPT_005-complete,04_BPT_010-complete,04_BPT_020-complete,04_BPT_030-complete,01_HOOFD_065_1-complete,01_HOOFD_100-complete,01_HOOFD_100-complete,01_HOOFD_490_3-complete,01_HOOFD_050-complete,05_EIND_010-complete,01_HOOFD_110-complete,01_HOOFD_130-complete,06_VD_010-complete,01_HOOFD_540-complete,01_HOOFD_120-complete,01_HOOFD_180-complete,01_HOOFD_200-complete,01_HOOFD_205-complete,01_HOOFD_205-complete,01_HOOFD_270-complete,01_HOOFD_250-complete,01_HOOFD_260-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_370-complete,01_HOOFD_375-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,01_HOOFD_470-complete,01_HOOFD_480-complete,01_HOOFD_490_1-complete,01_HOOFD_490_2-complete,01_HOOFD_510_1-complete,01_HOOFD_510_2-complete,01_HOOFD_520-complete,01_HOOFD_530-complete,01_BB_770-complete,01_BB_540-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 259,1,39,"74 days, 10 hours",6430754000,"74 days, 10 hours",6430754000,01_HOOFD_010-complete,01_HOOFD_065_2-complete,01_HOOFD_015-complete,01_HOOFD_020-complete,01_HOOFD_040-complete,01_HOOFD_060-complete,01_HOOFD_065_1-complete,01_HOOFD_100-complete,01_HOOFD_110-complete,01_HOOFD_130-complete,01_HOOFD_050-complete,05_EIND_010-complete,06_VD_010-complete,01_HOOFD_540-complete,01_HOOFD_120-complete,01_HOOFD_180-complete,01_HOOFD_200-complete,01_HOOFD_205-complete,01_HOOFD_205-complete,01_HOOFD_270-complete,01_HOOFD_250-complete,01_HOOFD_260-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_375-complete,01_HOOFD_370-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,01_HOOFD_470-complete,01_HOOFD_480-complete,01_HOOFD_490_1-complete,01_HOOFD_100-complete,01_HOOFD_490_3-complete,01_HOOFD_490_2-complete,01_HOOFD_510_2-complete,01_HOOFD_510_1-complete,01_HOOFD_520-complete,01_HOOFD_530-complete,01_BB_540-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 260,1,41,"72 days, 10 hours",6257901000,"72 days, 10 hours",6257901000,01_HOOFD_010-complete,01_HOOFD_015-complete,01_HOOFD_020-complete,01_HOOFD_030_1-complete,01_HOOFD_065_2-complete,01_HOOFD_030_2-complete,01_HOOFD_040-complete,01_HOOFD_060-complete,01_HOOFD_065_1-complete,01_HOOFD_100-complete,01_HOOFD_100-complete,01_HOOFD_490_3-complete,01_HOOFD_510_2-complete,01_HOOFD_110-complete,01_HOOFD_130-complete,01_HOOFD_050-complete,05_EIND_010-complete,06_VD_010-complete,01_HOOFD_540-complete,01_HOOFD_120-complete,01_HOOFD_180-complete,01_HOOFD_200-complete,01_HOOFD_205-complete,01_HOOFD_205-complete,01_HOOFD_270-complete,01_HOOFD_250-complete,01_HOOFD_260-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_375-complete,01_HOOFD_370-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,01_HOOFD_470-complete,01_HOOFD_480-complete,01_HOOFD_490_1-complete,01_HOOFD_490_2-complete,01_HOOFD_510_1-complete,01_HOOFD_520-complete,01_HOOFD_530-complete,01_BB_540-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 261,1,41,"70 days, 11 hours",6088669000,"70 days, 11 hours",6088669000,01_HOOFD_030_2-complete,01_HOOFD_065_2-complete,01_HOOFD_010-complete,01_HOOFD_015-complete,01_HOOFD_020-complete,01_HOOFD_030_1-complete,01_HOOFD_040-complete,01_HOOFD_060-complete,01_HOOFD_065_1-complete,01_HOOFD_100-complete,01_HOOFD_110-complete,01_HOOFD_130-complete,01_HOOFD_050-complete,05_EIND_010-complete,06_VD_010-complete,01_HOOFD_540-complete,01_HOOFD_120-complete,01_HOOFD_180-complete,01_HOOFD_200-complete,01_HOOFD_205-complete,01_HOOFD_205-complete,01_HOOFD_270-complete,01_HOOFD_250-complete,01_HOOFD_260-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_375-complete,01_HOOFD_370-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,01_HOOFD_470-complete,01_HOOFD_480-complete,01_HOOFD_490_1-complete,01_HOOFD_100-complete,01_HOOFD_490_3-complete,01_HOOFD_490_2-complete,01_HOOFD_510_1-complete,01_HOOFD_510_2-complete,01_HOOFD_520-complete,01_HOOFD_530-complete,01_BB_540-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 262,1,62,"225 days, 12 hours",19484143000,"225 days, 12 hours",19484143000,01_HOOFD_010-complete,01_HOOFD_015-complete,01_HOOFD_020-complete,01_HOOFD_030_1-complete,01_HOOFD_030_2-complete,01_HOOFD_040-complete,01_HOOFD_060-complete,04_BPT_005-complete,04_BPT_010-complete,04_BPT_020-complete,04_BPT_030-complete,01_HOOFD_065_1-complete,01_HOOFD_065_2-complete,01_HOOFD_100-complete,01_HOOFD_450-complete,01_HOOFD_460-complete,01_HOOFD_090-complete,03_GBH_005-complete,01_HOOFD_100-complete,01_HOOFD_110-complete,01_HOOFD_130-complete,05_EIND_010-complete,06_VD_010-complete,07_OPS_010-complete,01_HOOFD_120-complete,01_HOOFD_180-complete,01_HOOFD_190-complete,01_HOOFD_195-complete,01_HOOFD_200-complete,01_HOOFD_270-complete,01_HOOFD_250-complete,01_HOOFD_260-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_370-complete,01_HOOFD_375-complete,01_HOOFD_380-complete,01_HOOFD_440_1-complete,01_HOOFD_440_2-complete,01_HOOFD_445-complete,01_HOOFD_451-complete,01_HOOFD_455-complete,01_HOOFD_465-complete,10_UOV_010-complete,10_UOV_045-complete,10_UOV_040-complete,10_UOV_050_1-complete,10_UOV_050_2-complete,10_UOV_030-complete,10_UOV_035-complete,10_UOV_060-complete,10_UOV_180-complete,10_UOV_210-complete,01_HOOFD_470-complete,01_HOOFD_490_1-complete,01_HOOFD_490_2-complete,01_HOOFD_490_3-complete,01_HOOFD_510_1-complete,01_HOOFD_510_2-complete,01_HOOFD_530-complete,01_HOOFD_520-complete,01_BB_630-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 263,1,41,"110 days, 15 hours",9559995000,"110 days, 15 hours",9559995000,01_HOOFD_010-complete,01_HOOFD_015-complete,01_HOOFD_065_2-complete,01_HOOFD_030_2-complete,01_HOOFD_020-complete,01_HOOFD_030_1-complete,01_HOOFD_040-complete,01_HOOFD_060-complete,01_HOOFD_065_1-complete,01_HOOFD_100-complete,01_HOOFD_540-complete,01_HOOFD_100-complete,01_HOOFD_110-complete,01_HOOFD_130-complete,01_HOOFD_050-complete,05_EIND_010-complete,06_VD_010-complete,01_HOOFD_120-complete,01_HOOFD_180-complete,01_HOOFD_200-complete,01_HOOFD_205-complete,01_HOOFD_205-complete,01_HOOFD_270-complete,01_HOOFD_250-complete,01_HOOFD_260-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_375-complete,01_HOOFD_370-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,01_HOOFD_470-complete,01_HOOFD_480-complete,01_HOOFD_490_1-complete,01_HOOFD_490_3-complete,01_HOOFD_490_2-complete,01_HOOFD_510_1-complete,01_HOOFD_510_2-complete,01_HOOFD_530-complete,01_HOOFD_520-complete,01_BB_540-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
